Date,VKOSPI,KOSPI200,Open_interest,For_KOSPI_Netbuying_Amount,For_Future_Netbuying_Quantity,For_Call_Netbuying_Quantity,For_Put_Netbuying_Quantity,Indiv_Future_Netbuying_Quantity,Indiv_Call_Netbuying_Quantity,Indiv_Put_Netbuying_Quantity,PCRatio,Day_till_expiration,Day_of_a_week
2014-12-12,13.39,245.54,563978,-2.5E+11,-884,3129,25422,258,-11700,-15488,0.96,16,Fri
2014-12-15,13.92,246.44,687452,-3.07E+11,2527,3203,11383,-2047,-7855,-12006,0.77,15,Mon
2014-12-16,14.96,246.27,773441,-4.89E+11,1855,-438,1707,-442,3531,-2352,0.84,14,Tue
2014-12-17,15.86,244.43,831968,-4.09E+11,327,242,6863,-222,76,-7846,0.91,13,Wed
2014-12-18,15.21,243.72,884392,-5.24E+11,-1428,3179,9916,-1063,4803,-8277,0.81,12,Thu
2014-12-19,13.47,243.82,946585,-915552065,2478,2071,14570,-263,-12831,-5374,0.97,11,Fri
2014-12-22,12.9,247.96,979960,-53231153981,2150,956,5033,-823,413,-2751,1.21,10,Mon
2014-12-23,12.77,249.7,1020089,-1.16E+11,2894,-1380,-5319,-1141,3227,5071,0.95,9,Tue
2014-12-24,12.43,249.06,1030004,53993203439,4255,-891,1984,-2271,-678,4979,0.94,8,Wed
2014-12-26,12.32,250.07,1045158,64040578876,2209,4926,16561,-242,-5319,-8501,0.86,7,Fri
2014-12-29,12.91,250.05,1076493,-1.19E+11,-2781,4421,201,845,5061,-7169,0.82,6,Mon
2014-12-30,12.97,246.3,1113742,-1E+11,-5928,6507,3062,3249,6957,-14782,1.03,5,Tue
2015-01-02,12.5,244.05,1123663,26437335552,-892,2625,4350,888,16024,31402,1.01,4,Fri
2015-01-05,12.41,244.79,1178892,55443664666,-1180,1233,4503,389,21306,8671,0.8,3,Mon
2015-01-06,13.88,244.26,1250343,-3.3E+11,-9361,4381,10025,2185,30556,-13140,1.2,2,Tue
2015-01-07,13.72,239.93,1312866,-2.2E+11,-1707,2903,10280,-164,-2845,1798,1.08,1,Wed
2015-01-08,13.36,240.53,1417096,1.96E+11,1027,3676,30981,-2546,-4270,33749,1.02,0,Thu
2015-01-09,12.87,243.94,544592,1.6E+11,4879,12523,23493,-455,-13228,-17188,0.87,24,Fri
2015-01-12,13.36,246.05,723172,-81789434170,120,-1269,4664,390,-402,-6305,0.83,23,Mon
2015-01-13,13.34,245.7,779255,-55506908156,996,-175,1085,-484,1095,-259,0.87,22,Tue
2015-01-14,13.86,246.29,848794,-91461141129,-2443,4162,5260,775,-1029,-9018,1.07,21,Wed
2015-01-15,13.61,245.99,894535,-2.07E+11,-1266,639,2034,2150,3928,-259,0.89,20,Thu
2015-01-16,14.61,245.76,928765,-3.01E+11,-2284,-3045,10214,-1864,18304,-13506,1.02,19,Fri
2015-01-19,14.08,242.22,984685,-25896756643,8099,2422,-373,-3616,-17407,10338,0.9,18,Mon
2015-01-20,13.85,244.78,989618,32362211298,2959,1024,2872,1707,-2653,-776,0.97,17,Tue
2015-01-21,13.85,247.24,1022439,69778439414,5237,1662,1744,-3228,1187,-461,0.95,16,Wed
2015-01-22,13.9,248.59,1052940,61128795261,2351,2103,1327,-111,2044,820,1,15,Thu
2015-01-23,13.2,248.47,1078795,1E+11,2101,1906,-515,1965,10366,5579,0.86,14,Fri
2015-01-26,13.77,250.32,1127767,-1.09E+11,3035,4454,4022,-2132,50,-3819,0.95,13,Mon
2015-01-27,13.25,250.14,1154668,83964854244,1110,-5138,5269,1127,1590,6897,1.13,12,Tue
2015-01-28,13.5,252.2,1190279,-65956728085,-563,-1083,17966,580,4288,-13455,1.13,11,Wed
2015-01-29,13.84,252.21,1229751,-2.42E+11,3625,4597,13359,-1772,479,-5775,0.92,10,Thu
2015-01-30,13.67,250.46,1275664,-95259986124,143,-1799,36,207,11360,-6059,0.96,9,Fri
2015-02-02,14.11,249.88,1313891,3908045356,-292,8994,9690,1057,1721,6385,0.85,8,Mon
2015-02-03,13.67,250.61,1359636,-30447295179,420,-5474,480,-1698,14160,169,0.93,7,Tue
2015-02-04,13.14,250.38,1376338,2.26E+11,2638,-1120,7,-252,3261,28975,0.98,6,Wed
2015-02-05,13.34,251.6,1419706,-1.16E+11,-7318,2490,8667,3021,31043,-19148,0.8,5,Thu
2015-02-06,13.06,249.78,1432941,4.32E+11,594,-1733,5114,-293,2121,10340,0.93,4,Fri
2015-02-09,12.98,250.16,1440745,-1.06E+11,1331,1142,4228,-521,-2171,6575,0.93,3,Mon
2015-02-10,13.12,249.26,1457496,-1.32E+11,-4385,-2338,5088,2521,13282,-12287,1.13,2,Tue
2015-02-11,12.98,247.66,1486492,1E+11,652,-2626,26554,-1202,-2056,-11248,1.03,1,Wed
2015-02-12,12.74,248.4,1531470,-59836302767,-2391,-417,19747,796,36064,-6855,0.98,0,Thu
2015-02-13,11.58,247.71,630481,1.75E+11,3137,6526,26743,-642,-5749,-14099,1.29,16,Fri
2015-02-16,11.64,249.76,782944,1.3E+11,544,3503,8025,-941,-1182,-7485,1.18,15,Mon
2015-02-17,11.69,249.81,839569,-25516591508,4983,7609,5921,-2568,-7814,-4897,0.81,14,Tue
2015-02-23,11.86,250.37,903605,1.28E+11,-1669,-1150,3652,1564,11532,4452,1.24,13,Mon
2015-02-24,11.78,250.8,972023,80564962065,1995,7586,13056,-671,-3709,-85,1.22,12,Tue
2015-02-25,11.43,251.28,1048985,2.08E+11,3296,2491,11665,-571,55,-5039,1.2,11,Wed
2015-02-26,11.35,252.96,1081532,2.32E+11,256,967,1844,824,4406,-2826,1.11,10,Thu
2015-02-27,11.11,252.93,1110307,80811595461,886,5534,8813,-307,7198,-3980,0.94,9,Fri
2015-03-02,11.13,251.46,1165314,1.57E+11,302,2662,4225,-1807,-5631,15511,1.17,8,Mon
2015-03-03,10.82,253.65,1195655,1.8E+11,2278,3514,3550,-1178,-6849,11824,1.26,7,Tue
2015-03-04,10.84,254.5,1230611,2.34E+11,-2199,-3764,6283,674,14816,-2546,1.03,6,Wed
2015-03-05,10.9,254.31,1263254,1.23E+11,1614,-1191,10049,-588,2388,-1545,1.08,5,Thu
2015-03-06,10.78,254.16,1286064,2.84E+11,243,3228,19067,720,-3977,-5344,1.15,4,Fri
2015-03-09,11.68,255.96,1342739,-60436025595,-4102,4199,20363,3072,26125,-33444,1.2,3,Mon
2015-03-10,11.83,252.77,1386839,79669026096,-6811,1997,9914,4541,6958,-3801,1,2,Tue
2015-03-11,12.37,251.75,1426744,90559732634,-4149,12194,46004,-283,-135,-32997,0.89,1,Wed
2015-03-12,12.73,252.16,1562743,-1.2E+11,-265,13143,34390,-1182,21119,-9023,1.07,0,Thu
2015-03-13,11.45,250.28,700529,1.05E+11,1326,8389,16909,-567,-3908,-7516,1.25,19,Fri
2015-03-16,11.56,252.18,859850,6067927368,5490,2827,10603,-3804,-6737,-1099,0.99,18,Mon
2015-03-17,11.56,252.44,921775,4.99E+11,11589,26406,11870,-4365,-13464,734,0.85,17,Tue
2015-03-18,12.22,258.18,1090471,3.3E+11,913,-4959,17829,2221,9108,-20841,0.78,16,Wed
2015-03-19,11.38,258.22,1168914,3.97E+11,-1163,277,1953,971,20068,4178,0.77,15,Thu
2015-03-20,11.17,258.99,1232871,2.63E+11,-1052,1613,14140,676,15797,-6930,0.88,14,Fri
2015-03-23,11.67,258.7,1284198,1.46E+11,-2157,-3043,-1841,641,2779,-6,0.69,13,Mon
2015-03-24,11.6,258.95,1331666,65399717572,1240,-672,2794,-342,563,-5932,0.82,12,Tue
2015-03-25,11.71,259.16,1357340,1.13E+11,1008,446,6126,98,-6073,-658,0.68,11,Wed
2015-03-26,11.76,258.94,1365745,-1.12E+11,-283,4345,12240,1536,12475,-14010,0.9,10,Thu
2015-03-27,11.31,255.99,1388799,-79918760531,1830,-1478,11253,1656,18096,-1014,0.81,9,Fri
2015-03-30,11.34,255.54,1429566,75769403209,1457,597,10462,-1612,-83,329,0.85,8,Mon
2015-03-31,11.09,256.1,1440392,1.37E+11,-1533,1936,2953,-74,-2889,3529,0.98,7,Tue
2015-04-01,11.36,257.28,1444436,-63247032950,-605,1862,7001,1553,25500,-4945,0.98,6,Wed
2015-04-02,11.28,254.97,1496358,-15724434833,368,1173,4359,-676,726,10848,1.06,5,Thu
2015-04-03,11.02,254.99,1517493,45359689033,2223,2754,3290,-1261,-6959,18136,1,4,Fri
2015-04-06,10.92,256.75,1541798,-17515820235,-1894,-352,6997,708,-269,1108,0.97,3,Mon
2015-04-07,10.95,256.93,1575135,48322293617,-4547,-2710,17416,2162,13011,-15834,1.04,2,Tue
2015-04-08,11.29,256.88,1636840,94640538223,8053,3266,6894,-5144,-10883,8105,1.04,1,Wed
2015-04-09,11.12,258.51,1675019,1.51E+11,-2619,6797,54654,2328,20148,-23395,1.09,0,Thu
2015-04-10,11.37,258.33,721773,2.87E+11,7438,22225,57006,-441,-25562,-35636,0.92,22,Fri
2015-04-13,12.05,261.95,975820,2.79E+11,1191,13152,17815,-403,-6135,-14584,0.82,21,Mon
2015-04-14,12.09,263.48,1080960,3.96E+11,3049,971,14142,-287,-466,-12755,0.66,20,Tue
2015-04-15,11.96,265.57,1189454,3.21E+11,2892,-1409,9410,-1303,3671,-7065,0.84,19,Wed
2015-04-16,12.5,265.77,1241146,3.75E+11,-1559,7429,2586,1096,-5035,-3568,0.78,18,Thu
2015-04-17,12.29,268.45,1315970,2.8E+11,-1112,-2252,20502,1675,10659,-20780,0.87,17,Fri
2015-04-20,12.61,268.28,1372766,2.85E+11,3992,-3442,10132,-875,8457,-10627,0.97,16,Mon
2015-04-21,12.03,268.55,1396474,2.47E+11,510,-1877,10522,-2217,5209,-4409,0.81,15,Tue
2015-04-22,12.32,268.17,1439761,7.45E+11,653,10307,-898,1610,-12262,1319,0.91,14,Wed
2015-04-23,13.52,268.64,1482396,4.44E+11,-2179,-6123,9460,2234,2992,3281,0.68,13,Thu
2015-04-24,13.1,272.59,1538700,5.33E+11,-5188,2769,-4777,4197,17855,-14957,0.61,12,Fri
2015-04-27,13.21,271.05,1580274,2.07E+11,777,2165,1170,450,6646,6935,0.86,11,Mon
2015-04-28,12.48,270.05,1611599,-1558824034,6494,-717,-3596,-2061,4731,7140,0.74,10,Tue
2015-04-29,12.26,268.55,1642898,-61455116551,1871,9580,13711,-560,6902,-14856,0.73,9,Wed
2015-04-30,11.76,268.03,1665069,70827610249,972,8538,373,-480,11505,6308,0.72,8,Thu
2015-05-04,12.1,266.42,1680273,1.29E+11,1216,5293,4090,-1470,-2731,11211,1.01,7,Mon
2015-05-06,12.4,267.33,1679601,95668911567,-11165,-3803,6205,7374,34955,-17713,1.01,6,Wed
2015-05-07,12.13,264.03,1675620,-67391171258,-1965,5764,9258,243,-1960,-5451,0.96,5,Thu
2015-05-08,12.54,262.47,1693156,-23669760226,2752,3319,6733,-1904,9594,4728,0.93,4,Fri
2015-05-11,12.71,260.81,1728502,-47450429201,14,875,19546,-1785,2302,-6476,0.93,3,Mon
2015-05-12,12.72,261.49,1815456,6799157136,477,-6007,2228,-337,10605,7592,0.89,2,Tue
2015-05-13,13.06,261.42,1855161,77498554082,-1111,-1610,29527,1325,-7076,-6637,1.11,1,Wed
2015-05-14,12.76,263.25,1957670,25392731697,247,3797,44274,114,15293,-8681,1.28,0,Thu
2015-05-15,12.14,263.69,818197,4.8E+11,-7122,6918,23728,1933,17321,-29131,0.99,18,Fri
2015-05-18,11.62,261.33,1014652,1.65E+11,1778,5803,7670,-384,-8074,-5033,0.92,17,Mon
2015-05-19,11.39,261.97,1096475,75368500490,-1967,6061,16314,-6,-6206,-6947,0.95,16,Tue
2015-05-20,11.59,262.92,1172045,1.36E+11,4145,740,5662,-2702,-11813,818,0.91,15,Wed
2015-05-21,11.64,265.36,1236836,60624799607,-7665,6625,26161,3894,10330,-22878,0.88,14,Thu
2015-05-22,11.62,262.66,1289855,2.96E+11,6171,1209,16185,-3213,-9459,1944,0.87,13,Fri
2015-05-26,12.36,266.03,1348719,-3774259716,-1360,5738,6684,-947,1080,-12005,0.87,12,Tue
2015-05-27,13.1,265.41,1384753,-1.88E+11,-6372,4512,20477,1241,33719,-19926,0.98,11,Wed
2015-05-28,12.84,260.16,1465316,2.51E+11,3932,10793,22772,-1810,-20072,-6050,0.98,10,Thu
2015-05-29,12.59,260.06,1522275,2.57E+11,1577,10267,674,-362,-7134,7566,0.88,9,Fri
2015-06-01,13.3,260.39,1575133,38050196549,-2003,-707,11910,163,36901,-7595,0.84,8,Mon
2015-06-02,13.38,258.74,1586664,10982019346,-159,3566,8798,-1442,9856,-9218,0.94,7,Tue
2015-06-03,13.9,256.29,1635471,1.55E+11,-2133,-3612,-8894,765,17035,8538,1.13,6,Wed
2015-06-04,14.52,254.11,1667316,3.74E+11,-46,6992,166,-2800,-12723,1261,1.15,5,Thu
2015-06-05,14.44,255.47,1736627,1.07E+11,1633,6534,2616,-2630,11315,1182,1,4,Fri
2015-06-08,15,254.94,1759989,-73877915521,-2580,-6323,9468,1355,11077,5463,1.05,3,Mon
2015-06-09,15.54,254.21,1779168,-1.47E+11,1010,-855,14957,-838,8472,-11885,1.08,2,Tue
2015-06-10,15.26,253.51,1810753,-1.98E+11,-4076,4225,27023,940,3909,-25283,0.98,1,Wed
2015-06-11,13.82,252.11,1897349,-1.68E+11,-2592,11031,16626,-469,19844,4285,1.01,0,Thu
2015-06-12,13.3,252.32,684622,-84427658502,-5845,18237,51846,3366,-819,-51998,1.09,19,Fri
2015-06-15,13.96,251.66,937767,1.22E+11,3112,9119,11160,-2052,-12397,-3231,0.9,18,Mon
2015-06-16,14.24,250.74,1004942,-3.15E+11,-1477,-1348,10368,-1408,19059,-18085,0.81,17,Tue
2015-06-17,14.36,248.49,1098538,-1.54E+11,-912,2139,5232,-320,-5726,-850,0.97,16,Wed
2015-06-18,14.2,249.08,1135545,-2.62E+11,-10,5980,19973,-549,-17409,-20134,0.92,15,Thu
2015-06-19,13.9,249.67,1196189,-2.84E+11,-385,4064,11502,-610,-2389,-2787,1.04,14,Fri
2015-06-22,14.24,249.84,1245018,-1.23E+11,-3193,-834,5605,2101,3813,-1674,0.79,13,Mon
2015-06-23,13.1,250.99,1278236,-9756875984,5907,-1882,-4594,-4148,-9387,17684,1.14,12,Tue
2015-06-24,12.72,254.52,1310006,54538283290,-1209,-431,10402,799,11729,-11131,1.08,11,Wed
2015-06-25,12.83,254.94,1336164,8093634853,-185,1152,11229,1418,9497,-10614,1.04,10,Thu
2015-06-26,12.66,253.8,1385297,59073889181,1656,-254,6703,-561,-3207,6463,1.06,9,Fri
2015-06-29,14.69,254.48,1399834,-1.1E+11,-1567,8678,6163,744,2944,-32356,1.21,8,Mon
2015-06-30,14.45,251.26,1418041,-51647310028,2785,8746,32361,-1235,-3906,-24929,1.14,7,Tue
2015-07-01,13.6,252.27,1490526,9354352625,4170,-4022,22414,-3482,957,8590,1.11,6,Wed
2015-07-02,13.13,255.07,1544953,1.16E+11,-751,-2308,-1501,1254,5658,9590,1.25,5,Thu
2015-07-03,13.75,255.5,1557972,-12049620004,-3406,-464,6725,2282,9168,-24282,1.17,4,Fri
2015-07-06,15.4,254.66,1576199,-2.82E+11,-3955,-1627,13739,3066,46673,-17621,0.94,3,Mon
2015-07-07,14.51,248.3,1640264,-1.06E+11,-632,-2966,-926,508,16061,18034,0.88,2,Tue
2015-07-08,15.65,248.05,1671217,-3.98E+11,-1247,-2388,-491,1602,25062,1239,1.04,1,Wed
2015-07-09,14.92,244.94,1729974,-3.49E+11,-2617,-7127,34271,367,27418,-1601,0.95,0,Thu
2015-07-10,15.41,246.77,664549,-71085895653,-2652,5486,20570,562,-4497,-23431,0.97,24,Fri
2015-07-13,14.92,246.83,802779,6009427863,2278,244,11777,-2278,-1330,-10502,1,23,Mon
2015-07-14,14.18,249.84,893130,-35593459321,629,8561,3459,-1259,-2391,-6481,0.99,22,Tue
2015-07-15,13.4,248.64,937949,2.36E+11,-268,7115,5825,262,-11476,-6581,1.25,21,Wed
2015-07-16,12.68,249.65,1027751,1.82E+11,1874,2185,19135,-2055,-2570,-8645,1.02,20,Thu
2015-07-17,12.88,251.47,1089884,-72160326574,-1878,4337,26228,1704,12676,-23499,0.99,19,Fri
2015-07-20,13.24,250.23,1145562,-22201589260,58,1773,3398,-736,-2094,-4970,0.9,18,Mon
2015-07-21,13.17,248.91,1169833,-1.27E+11,-2062,2907,11786,243,-3081,-7767,1,17,Tue
2015-07-22,13.47,250.35,1216835,-3.77E+11,-2192,10884,2320,793,3700,-6924,0.93,16,Wed
2015-07-23,13.13,247.88,1249743,-1.89E+11,-1294,-4594,20851,2228,3983,-14586,0.85,15,Thu
2015-07-24,13.26,247.31,1290728,-2.59E+11,-3657,7978,6695,1921,9806,-7032,0.85,14,Fri
2015-07-27,13.78,244.91,1330489,1083900872,6116,-5539,8709,-4079,-6056,6037,0.87,13,Mon
2015-07-28,14.09,244.98,1326736,-1.3E+11,-3765,-736,-3319,1702,893,-2616,0.96,12,Tue
2015-07-29,13.65,245.21,1343974,2002197837,2873,-269,-36,-3213,3697,8150,0.96,11,Wed
2015-07-30,13.85,245.97,1362710,-79800290318,-6894,7929,8723,3985,10294,-9494,0.94,10,Thu
2015-07-31,13.54,243.61,1391168,1.66E+11,-3348,-2977,13292,-83,11007,-6022,0.81,9,Fri
2015-08-03,14.03,244.3,1413618,-8511337138,2561,2231,4555,-1371,12775,6187,0.83,8,Mon
2015-08-04,13.32,241.48,1450939,59883211903,-578,715,853,237,-2723,13593,1.03,7,Tue
2015-08-05,12.97,243.55,1460135,-24840208656,361,1444,1813,337,-8262,11071,1.07,6,Wed
2015-08-06,13.67,243.12,1494446,-1.02E+11,-6016,6277,-1337,3420,31429,-16176,0.97,5,Thu
2015-08-07,13.51,240.04,1520930,-34003316617,3177,-471,10208,-2301,7095,6481,0.92,4,Fri
2015-08-10,13.7,239.79,1545854,-59684285705,93,2084,4695,765,5125,3620,0.8,3,Mon
2015-08-11,13.85,239.18,1582444,-87702450055,1788,-3364,-6572,-2203,1298,11311,1.02,2,Tue
2015-08-12,14.53,237.91,1605562,-3.03E+11,-5222,5058,26667,3004,18867,-34362,1.08,1,Wed
2015-08-13,13.93,237.24,1727810,-2.16E+11,4740,4731,32556,-2432,5799,10997,1.02,0,Thu
2015-08-17,14.34,237.32,701991,-3.21E+11,161,6492,30761,-790,4548,-31510,1,18,Mon
2015-08-18,14.13,235.37,854014,-20715199543,-2265,4627,3920,2210,-5045,-4167,0.85,17,Tue
2015-08-19,14.57,235.2,927021,-26873786062,-3274,-874,15070,1116,15246,-13058,0.88,16,Wed
2015-08-20,14.92,234.27,1032367,-2.93E+11,-22,13481,7475,966,2261,-3140,0.91,15,Thu
2015-08-21,18.51,231.59,1094936,-4.42E+11,7960,10000,-24672,-3337,-14724,14933,0.99,14,Fri
2015-08-24,28.58,227.14,1180184,-7.24E+11,20265,2358,-4991,-11879,-9400,6406,0.94,13,Mon
2015-08-25,28.05,221.53,1262421,-5.31E+11,402,-3448,-19236,-3322,-14332,12974,0.96,12,Tue
2015-08-26,22.99,223.07,1316273,-5.49E+11,-6784,-5063,-3013,2761,-3129,6525,0.9,11,Wed
2015-08-27,20.33,227.71,1304692,-3.48E+11,-1004,7876,21486,-745,4016,-17785,1.07,10,Thu
2015-08-28,18.34,228.94,1354142,-39482340280,-4070,2089,25907,53,-2927,-17182,0.95,9,Fri
2015-08-31,19.75,232.35,1408665,-36910494800,-1241,2369,33564,-944,7465,-32608,1.08,8,Mon
2015-09-01,22.09,232.8,1471422,-7450015887,-873,6674,25002,1543,18917,-22785,0.98,7,Tue
2015-09-02,22.4,229.55,1575857,-87252353277,193,1091,16381,-229,3513,-23227,0.91,6,Wed
2015-09-03,20.41,229.91,1633288,-1.21E+11,-1069,4354,15102,271,6615,20877,1.34,5,Thu
2015-09-04,22.74,230.4,1679300,-23135132394,-779,1481,9458,1236,18588,-25617,1.35,4,Fri
2015-09-07,24.14,227.9,1705663,-2.85E+11,1,-352,3045,-766,19812,32431,0.99,3,Mon
2015-09-08,21.34,227.31,1762571,-2.5E+11,-1357,-1739,17495,-549,7030,5702,1.01,2,Tue
2015-09-09,18.01,227.76,1811634,-1.49E+11,1023,-3828,8446,1932,-47172,51464,0.89,1,Wed
2015-09-10,20.75,234.4,1802150,-2.29E+11,-5524,-3859,32826,4318,18914,11975,1.03,0,Thu
2015-09-11,19.86,237.18,696475,-56272786054,2761,-3,13362,-1113,4013,-19323,1.08,17,Fri
2015-09-14,21.88,233.74,788670,-58002140621,-2565,28,12207,2584,12657,-11231,1.08,16,Mon
2015-09-15,22.03,233.06,875739,-1.16E+11,2270,-2273,-391,-1850,6783,243,0.8,15,Tue
2015-09-16,21.23,233.59,909535,2.22E+11,8738,-3154,8046,-5664,-6859,-7397,0.66,14,Wed
2015-09-17,20.76,238.78,973697,1.26E+11,-3005,-3875,-3960,3773,2024,-856,0.87,13,Thu
2015-09-18,17.5,239.29,1026073,1.72E+11,1361,688,60251,320,-1376,-48404,0.84,12,Fri
2015-09-21,19.91,241.12,1128415,-1.92E+11,77,-1515,11180,-812,9645,-15408,1.05,11,Mon
2015-09-22,18.31,236.72,1172227,-18600430812,-1462,381,7390,-680,1728,-4309,0.94,10,Tue
2015-09-23,19.71,238.68,1188065,-3.02E+11,1438,3322,8115,-232,8198,-5876,0.86,9,Wed
2015-09-24,19.52,234.26,1232480,-2.21E+11,-1843,4669,20571,1752,-2552,-13192,1.06,8,Thu
2015-09-25,19.56,234.26,1287477,-2.98E+11,-585,3196,17956,341,5531,-17608,0.87,7,Fri
2015-09-30,20.48,233.79,1333526,1.47E+11,5004,2872,7570,-2655,2558,11881,0.82,6,Wed
2015-10-01,18.44,236.71,1339736,1.01E+11,4964,7287,4513,-4182,-7518,27641,0.85,5,Thu
2015-10-02,18.47,238.62,1387635,-1.28E+11,-2120,1433,8625,1755,20747,-6764,0.91,4,Fri
2015-10-05,17.69,237.15,1412098,-15432124610,913,6432,5032,-1348,11096,8127,0.9,3,Mon
2015-10-06,17.06,237.98,1497213,1.35E+11,4559,1277,8123,-2819,-442,14287,0.91,2,Tue
2015-10-07,15.89,240.18,1545111,88127342086,4850,-1887,2316,-1462,-7648,24447,1.04,1,Wed
2015-10-08,15.97,243.52,1623891,1.9E+11,1652,7430,28458,-183,15188,12058,0.86,0,Thu
2015-10-12,16.2,246.02,631933,1.33E+11,1539,5571,18750,1412,-1634,-22003,1.01,23,Mon
2015-10-13,15.96,246.49,762478,1.07E+11,-194,-2870,7276,1841,1139,-8597,1.03,22,Tue
2015-10-14,16.49,246.04,814632,-1.11E+11,2895,2109,33576,-993,-1354,-31851,1.35,21,Wed
2015-10-15,15.92,244.94,895469,40532748623,404,3533,21851,3784,-580,-19660,0.94,20,Thu
2015-10-16,15.84,247.89,959806,3.76E+11,589,-1997,8699,-248,8114,-7562,1.14,19,Fri
2015-10-19,16.31,247.37,991073,63014500060,2404,1039,6199,-1660,-571,-8299,0.93,18,Mon
2015-10-20,15.49,247.47,1028036,38067454928,3252,-3289,3192,-1230,5092,2132,0.94,17,Tue
2015-10-21,14.41,248.53,1065966,-3270465609,1494,-3693,5315,246,5682,-3114,1.12,16,Wed
2015-10-22,14.5,249.25,1093721,-2.87E+11,1397,3454,9596,-218,828,-8719,0.92,15,Thu
2015-10-23,13.94,247.22,1125841,1.16E+11,3120,177,7712,408,1956,-924,0.86,14,Fri
2015-10-26,14.22,249.41,1156915,1.6E+11,678,236,12393,287,1893,-1006,1.02,13,Mon
2015-10-27,14.3,250.36,1184216,-10135311023,1164,1345,8755,-782,-3289,-8116,0.95,12,Tue
2015-10-28,14.69,250.04,1200794,-2.2E+11,-570,1323,6890,1493,7119,-6425,0.89,11,Wed
2015-10-29,14.7,249.79,1233411,-25089401561,-189,4920,538,-489,18059,4490,1.02,10,Thu
2015-10-30,14.22,248.93,1269396,-27026702258,5513,-3317,5718,-844,-3189,-3382,0.83,9,Fri
2015-11-02,14.6,249.41,1311673,1.33E+11,1181,5007,3199,-1553,5483,5238,0.91,8,Mon
2015-11-03,13.52,250.6,1331075,31430682402,2881,-1465,8646,86,-1196,7674,0.91,7,Tue
2015-11-04,13.68,252.12,1362529,1.18E+11,-3452,1744,5361,2813,9575,-5804,1.12,6,Wed
2015-11-05,13.69,252.33,1380496,-28851900514,669,-2176,8519,-484,8366,-1540,1.03,5,Thu
2015-11-06,13.98,251.79,1410917,-51186543248,-2259,7713,3501,1119,7778,-5428,0.88,4,Fri
2015-11-09,14.04,250.25,1436545,5282457698,2153,-194,6516,-1498,16292,5555,0.91,3,Mon
2015-11-10,15.36,249.21,1466131,-69085643795,-7450,1721,5517,5463,23780,-23989,1.04,2,Tue
2015-11-11,14.68,245.86,1500532,-2.23E+11,3357,-36,4972,-2374,5144,3430,1.11,1,Wed
2015-11-12,14.79,245.86,1556065,-2.21E+11,936,5353,29984,-1719,20734,-16480,1.14,0,Thu
2015-11-13,14.9,245.14,664509,-2.11E+11,-3366,6310,18821,1428,4740,-22041,1.25,19,Fri
2015-11-16,16.77,242.71,792674,-2.36E+11,1774,6533,15188,-775,-717,-20276,1.39,18,Mon
2015-11-17,14.99,238.87,889554,-1.65E+11,-3703,7949,4807,1391,-633,-2687,1.01,17,Tue
2015-11-18,14.97,241.26,956915,-1.43E+11,-356,1029,9393,-1854,-602,-6192,1.02,16,Wed
2015-11-19,13.68,241.44,988093,2.9E+11,-1644,-614,21539,1556,-4615,-16741,0.98,15,Thu
2015-11-20,13.38,244.79,1055009,-1.75E+11,-872,958,7352,545,-328,-6513,1.32,14,Fri
2015-11-23,13.09,244.8,1069191,-1.04E+11,587,1714,6408,1419,-3261,5565,1.24,13,Mon
2015-11-24,12.57,245.92,1110560,-1.82E+11,-57,-2384,3014,346,-1141,-4563,1.16,12,Tue
2015-11-25,12.58,247.51,1115526,-1.99E+11,89,406,7779,276,1628,-5119,1.18,11,Wed
2015-11-26,12.67,246.58,1141213,66080047674,4056,-1350,41037,-1654,-5332,-20045,0.88,10,Thu
2015-11-27,12.86,249.43,1220404,-29404029572,-488,-1106,4872,1423,8579,-4381,0.97,9,Fri
2015-11-30,14.37,249.07,1232542,-5.38E+11,-5411,4252,9262,213,28908,-25344,1.24,8,Mon
2015-12-01,13.65,244.24,1299763,1.13E+11,3579,-1105,11542,-1281,-13499,21368,0.97,7,Tue
2015-12-02,13.92,248.7,1328730,-3.03E+11,-1771,6273,-1713,52,9252,-6533,1.04,6,Wed
2015-12-03,14.86,246.6,1365292,-2.55E+11,-4809,3044,1407,978,11084,-1527,1.09,5,Thu
2015-12-04,15.44,244.68,1412249,-3.65E+11,-3030,-2231,72,471,16980,427,1.06,4,Fri
2015-12-07,15.06,242.15,1469714,-1.47E+11,-895,5053,177,1129,9875,8645,0.79,3,Mon
2015-12-08,15.73,240.68,1505137,-1.83E+11,-1803,1917,-1042,914,9223,1780,1.1,2,Tue
2015-12-09,15.66,239.23,1540366,-2.43E+11,-197,-745,3730,1570,7014,-2849,1.08,1,Wed
2015-12-10,15.88,239.4,1584710,-3.57E+11,-1698,3377,21860,263,12257,5542,0.92,0,Thu
2015-12-11,15.39,240.6,527782,-2.31E+11,-2240,-1861,13926,499,-4604,-16136,1.32,21,Fri
2015-12-14,17.14,240.35,636799,-2.62E+11,693,2645,7817,-948,-443,-8476,1.28,20,Mon
2015-12-15,17.59,238.17,711987,-3.53E+11,-370,-1843,493,1551,306,-4047,1.36,19,Tue
2015-12-16,16.27,238.8,735791,-1.59E+11,6460,14256,7657,-2528,-8019,-3321,1.02,18,Wed
2015-12-17,14.34,243.49,807491,-65501168931,-1178,2349,4168,-1273,7018,-1661,1,17,Thu
